client_id,round_number,hierarchy,num_samples,set,accuracy,loss
f3716_43,0,,181,test,0.0,4.129784345626831
f3837_30,0,,177,test,0.0,4.1241679191589355
f4009_27,0,,162,test,0.0,4.133682489395142
f0120_29,0,,302,test,0.0,4.120046973228455
f0290_29,0,,355,test,0.0,4.127237796783447
f0387_49,0,,315,test,0.0,4.1239013671875
f0503_44,0,,163,test,0.0,4.136577844619751
f0710_08,0,,335,test,0.0,4.133122444152832
f0781_31,0,,145,test,0.0,4.116792440414429
f0870_31,0,,207,test,0.0,4.120914459228516
f1016_36,0,,99,test,0.0,4.129918575286865
f1164_21,0,,240,test,0.0,4.143700281778972
f1294_12,0,,332,test,0.0,4.129631876945496
f1431_47,0,,284,test,0.0,4.136345227559407
f1488_27,0,,209,test,0.0,4.110658963521321
f1568_21,0,,167,test,0.0,4.122643709182739
f1796_21,0,,8,test,0.0,4.061025619506836
f1936_06,0,,173,test,0.0,4.133163928985596
f2064_33,0,,158,test,0.0,4.126876354217529
f2146_84,0,,166,test,0.0,4.129039525985718
f2246_93,0,,165,test,0.058823529411764705,4.131516218185425
f2395_78,0,,166,test,0.0,4.135693073272705
f2548_84,0,,174,test,0.0,4.131204605102539
f3144_39,0,,180,test,0.0,4.112333059310913
f3295_35,0,,137,test,0.0,4.151576280593872
f3385_08,0,,173,test,0.0,4.140918016433716
f3585_49,0,,182,test,0.0,4.1560378074646
f3671_04,0,,168,test,0.058823529411764705,4.129415273666382
f3757_19,0,,180,test,0.0,4.134931802749634
f3865_26,0,,129,test,0.0,4.1364452838897705
f4051_49,0,,157,test,0.0,4.128415584564209
f0027_29,10,,447,train,0.24378109452736318,2.734695510166447
f0173_00,10,,342,train,0.21172638436482086,3.1139569205622517
f0312_43,10,,256,train,0.3782608695652174,2.4125422809434975
f0403_29,10,,398,train,0.2122905027932961,2.936164382431242
f0564_43,10,,292,train,0.2595419847328244,2.7673527929517956
f0723_20,10,,386,train,0.2507204610951009,2.677051445416042
f0785_26,10,,106,train,0.07368421052631578,3.560229182243347
f0884_29,10,,293,train,0.24714828897338403,2.8129627616317183
f1024_46,10,,122,train,0.10091743119266056,2.9934012673117896
f1167_31,10,,296,train,0.3383458646616541,2.6519358025656805
f1313_04,10,,289,train,0.4461538461538462,2.450123974910149
f1437_23,10,,100,train,0.8111111111111111,1.2485334210925632
f1514_35,10,,146,train,0.6946564885496184,1.7257020132882255
f1579_11,10,,173,train,0.49032258064516127,2.4971795454621315
f1817_18,10,,163,train,0.3972602739726027,2.3869971434275308
f1941_44,10,,181,train,0.5308641975308642,2.259265387759489
f2075_09,10,,162,train,0.46206896551724136,2.6287598450978598
f2178_93,10,,182,train,0.3374233128834356,2.5598771151374367
f2283_59,10,,145,train,0.27692307692307694,2.896661483324491
f2407_74,10,,171,train,0.5032679738562091,2.375641919672489
f2588_72,10,,167,train,0.42,2.217078113555908
f3152_47,10,,182,train,0.4539877300613497,2.2469633046318505
f3302_29,10,,178,train,0.44375,2.118851326406002
f3389_44,10,,172,train,0.6103896103896104,1.8724610097706318
f3587_27,10,,180,train,0.5370370370370371,2.2346939269234154
f3687_48,10,,173,train,0.25161290322580643,2.9807195588946342
f3769_10,10,,161,train,0.5,2.3165561040242513
f3882_22,10,,140,train,0.40476190476190477,2.314195596254789
f4059_48,10,,174,train,0.5128205128205128,2.2206929437816143
f0036_39,10,,385,train,0.2947976878612717,2.794415817941938
f0207_46,10,,392,train,0.22727272727272727,2.8673406640688577
f0331_41,10,,118,train,0.42452830188679247,2.074809800494801
f0413_09,10,,364,train,0.3302752293577982,2.9845286029757876
f0637_21,10,,296,train,0.18045112781954886,3.2120072267673634
f0760_23,10,,221,train,0.23737373737373738,2.8196646690368654
f0797_22,10,,340,train,0.3464052287581699,2.772547948744989
f0900_42,10,,252,train,0.2920353982300885,2.360760087552278
f1064_32,10,,100,train,0.1,3.3407340314653187
f1174_47,10,,241,train,0.3101851851851852,2.7688030763105913
f1357_25,10,,327,train,0.3197278911564626,2.6095327377319335
f1444_03,10,,340,train,0.238562091503268,2.9142097849999704
f1519_36,10,,168,train,0.4304635761589404,2.345266714692116
f1645_35,10,,82,train,0.5342465753424658,2.1246712505817413
f1822_45,10,,165,train,0.527027027027027,2.229598061243693
f1946_25,10,,148,train,0.5112781954887218,2.236877909728459
f2082_26,10,,169,train,0.3223684210526316,2.6308045089244843
f2182_95,10,,165,train,0.39864864864864863,2.436219501495361
f2285_54,10,,170,train,0.41830065359477125,2.3499018624424934
f2420_84,10,,182,train,0.43558282208588955,2.5823499525294586
f3104_25,10,,168,train,0.423841059602649,2.4002669230103493
f3165_11,10,,184,train,0.44242424242424244,2.421582768945133
f3308_03,10,,169,train,0.5131578947368421,2.27014197409153
f3399_09,10,,27,train,0.4166666666666667,2.0789533456166587
f3599_19,10,,17,train,0.06666666666666667,3.749314546585083
f3703_10,10,,158,train,0.4859154929577465,2.3321105162302653
f3773_14,10,,178,train,0.36875,2.3923929631710052
f3887_39,10,,180,train,0.5246913580246914,2.195467836716596
f4093_35,10,,4,train,0.6666666666666666,1.802567958831787
f0079_06,10,,262,train,0.2723404255319149,2.7801537861426673
f0212_24,10,,325,train,0.2945205479452055,2.6444546858469646
f0333_01,10,,187,train,0.25,2.6667539091671215
f0454_20,10,,90,train,0.04938271604938271,2.8940026230282254
f0678_26,10,,306,train,0.28363636363636363,2.738317838736943
f0761_10,10,,368,train,0.33534743202416917,2.69374823920867
f0818_03,10,,356,train,0.28125,2.803942024707794
f0920_11,10,,269,train,0.19834710743801653,3.071626400947571
f1068_20,10,,249,train,0.29017857142857145,2.9014177840688955
f1179_01,10,,164,train,0.4421768707482993,2.629300618171692
f1390_10,10,,244,train,0.3972602739726027,2.3747155232862993
f1446_25,10,,281,train,0.3055555555555556,2.8612589423473063
f1521_17,10,,93,train,0.4457831325301205,2.1816256841023765
f1687_40,10,,133,train,0.453781512605042,2.355554004510244
f1825_06,10,,149,train,0.5522388059701493,2.226390395845686
f1985_18,10,,161,train,0.3958333333333333,2.6705870072046918
f2093_26,10,,171,train,0.3790849673202614,2.9273303374648094
f2190_52,10,,180,train,0.2222222222222222,2.9274235122344074
f2297_69,10,,168,train,0.25165562913907286,2.9470760971307755
f2438_76,10,,164,train,0.17687074829931973,3.2234445095062254
f3110_25,10,,183,train,0.5121951219512195,2.0697258886168983
f3180_41,10,,143,train,0.3203125,2.848792525438162
f3315_23,10,,166,train,0.5973154362416108,2.162563411394755
f3412_27,10,,166,train,0.5369127516778524,2.137930647532145
f3601_49,10,,175,train,0.4968152866242038,2.152205877006054
f3709_31,10,,17,train,0.06666666666666667,4.329018831253052
f3807_11,10,,183,train,0.4817073170731707,2.562081042458029
f3922_38,10,,162,train,0.3793103448275862,2.497419246037801
f0082_40,10,,246,train,0.12669683257918551,3.1447072443754776
f0255_48,10,,419,train,0.2572944297082228,2.68913849560838
f0342_31,10,,369,train,0.286144578313253,2.8394268120036408
f0464_48,10,,206,train,0.24324324324324326,2.9272975294213546
f0679_42,10,,416,train,0.24866310160427807,2.6495893440748515
f0762_20,10,,352,train,0.31645569620253167,2.7434089444577694
f0840_37,10,,239,train,0.19534883720930232,3.3038709597154097
f0971_24,10,,333,train,0.1939799331103679,2.8916662096977235
f1101_38,10,,233,train,0.23923444976076555,2.8509142115002586
f1199_24,10,,280,train,0.38095238095238093,2.873208408172314
f1408_02,10,,271,train,0.36213991769547327,2.591335864067078
f1461_46,10,,230,train,0.2753623188405797,2.661995564188276
f1539_20,10,,176,train,0.46835443037974683,2.3109651803970337
f1704_29,10,,176,train,0.4240506329113924,2.499931074678898
f1837_00,10,,124,train,0.4144144144144144,2.5861513713995614
f1986_20,10,,30,train,0.037037037037037035,4.053176959355672
f2097_31,10,,92,train,0.3170731707317073,2.6311604976654053
f2194_63,10,,124,train,0.2702702702702703,2.8268306851387024
f2304_67,10,,152,train,0.27205882352941174,2.889890594141824
f2446_88,10,,180,train,0.41358024691358025,2.44832980632782
f3116_03,10,,163,train,0.3767123287671233,2.5551632245381675
f3221_05,10,,169,train,0.5789473684210527,2.3094425052404404
f3317_25,10,,156,train,0.4785714285714286,2.3321089489119395
f3517_27,10,,167,train,0.37333333333333335,2.582247805595398
f3626_35,10,,145,train,0.47692307692307695,1.9040295160733736
f3714_05,10,,169,train,0.5723684210526315,2.182434670627117
f3818_27,10,,175,train,0.37579617834394907,2.644226983189583
f3961_03,10,,169,train,0.5921052631578947,2.1281604394316673
f0097_05,10,,356,train,0.303125,2.60935552790761
f0280_20,10,,383,train,0.3226744186046512,2.620649133409773
f0367_33,10,,368,train,0.338368580060423,2.708278301884146
f0481_47,10,,406,train,0.2493150684931507,2.746080298681517
f0706_13,10,,404,train,0.22589531680440772,2.7519080429463774
f0780_06,10,,282,train,0.391304347826087,2.5740728745093713
f0849_38,10,,345,train,0.13225806451612904,3.3331419421780493
f0998_45,10,,248,train,0.32286995515695066,2.7359732026639194
f1128_24,10,,179,train,0.3416149068322981,2.7949232353883633
f1279_31,10,,272,train,0.3073770491803279,2.856776909828186
f1416_00,10,,188,train,0.40236686390532544,2.4475332498550415
f1479_40,10,,205,train,0.41304347826086957,2.802339196205139
f1554_25,10,,160,train,0.4583333333333333,2.351956097284953
f1750_06,10,,177,train,0.2893081761006289,2.8696961253881454
f1920_09,10,,164,train,0.48299319727891155,2.4364320755004885
f2039_13,10,,147,train,0.5909090909090909,2.3641768268176486
f2116_72,10,,173,train,0.41935483870967744,2.384818248450756
f2237_82,10,,179,train,0.30434782608695654,2.8368819741641773
f2346_88,10,,169,train,0.34868421052631576,2.62655408680439
f2483_64,10,,128,train,0.4260869565217391,2.153701812028885
f3142_38,10,,23,train,0.1,4.125367164611816
f3273_45,10,,175,train,0.46496815286624205,2.341664157807827
f3373_36,10,,178,train,0.375,2.6173055320978165
f3559_23,10,,147,train,0.5303030303030303,1.922550184386117
f3636_24,10,,30,train,0.07407407407407407,4.018163998921712
f3739_34,10,,161,train,0.3263888888888889,2.5465524435043334
f3840_05,10,,181,train,0.6296296296296297,2.280325149788576
f4041_39,10,,181,train,0.30864197530864196,2.591460171867819
f0083_09,10,,321,train,0.3090277777777778,2.841377143202157
f0258_41,10,,395,train,0.28169014084507044,2.6909864213731556
f0366_08,10,,347,train,0.23397435897435898,2.6708049699664116
f0471_15,10,,332,train,0.2651006711409396,2.6535681088765464
f0692_03,10,,244,train,0.1506849315068493,2.9733216654170644
f0763_30,10,,366,train,0.331306990881459,2.56610794320251
f0846_32,10,,308,train,0.18411552346570398,3.1499846066747392
f0987_34,10,,287,train,0.3992248062015504,2.436650024010585
f1107_44,10,,246,train,0.1085972850678733,3.046094044395115
f1251_10,10,,260,train,0.42735042735042733,2.1653678665558496
f1414_16,10,,267,train,0.3,2.6915865391492844
f1474_13,10,,258,train,0.2974137931034483,2.6200776423017182
f1548_21,10,,109,train,0.4897959183673469,2.453689217567444
f1749_23,10,,87,train,0.5128205128205128,2.5167455077171326
f1867_44,10,,140,train,0.5158730158730159,2.4339642341320333
f1988_11,10,,155,train,0.5755395683453237,2.2512812188693454
f2107_53,10,,162,train,0.31724137931034485,2.752738531430562
f2224_82,10,,181,train,0.41975308641975306,2.4660518800511078
f2312_87,10,,159,train,0.26573426573426573,2.89591695467631
f2458_53,10,,178,train,0.3,2.6636600345373154
f3117_11,10,,182,train,0.3558282208588957,2.632067049250883
f3245_09,10,,147,train,0.42424242424242425,2.0500214525631497
f3327_11,10,,183,train,0.5426829268292683,2.317062595311333
f3546_36,10,,25,train,0.0,3.9425858656565347
f3629_19,10,,173,train,0.4774193548387097,2.268339917063713
f3716_43,10,,181,train,0.3765432098765432,2.7364440665525547
f3837_30,10,,177,train,0.44654088050314467,2.1979855671525
f4009_27,10,,162,train,0.4827586206896552,2.21588671207428
f0120_29,10,,302,train,0.23247232472324722,3.003889569214412
f0290_29,10,,355,train,0.26332288401253917,2.726690674200654
f0387_49,10,,315,train,0.303886925795053,2.686297889413505
f0503_44,10,,163,train,0.07534246575342465,3.019346745808919
f0710_08,10,,335,train,0.20930232558139536,3.2973035958505448
f0781_31,10,,145,train,0.16923076923076924,2.6996172941648044
f0870_31,10,,207,train,0.3225806451612903,2.6031018558301424
f1016_36,10,,99,train,0.2247191011235955,3.05790736940172
f1164_21,10,,240,train,0.35185185185185186,2.654358533295718
f1294_12,10,,332,train,0.2483221476510067,2.726888279120127
f1431_47,10,,284,train,0.32941176470588235,2.674407211633829
f1488_27,10,,209,train,0.32978723404255317,2.539340765852677
f1568_21,10,,167,train,0.5066666666666667,2.0693742632865906
f1796_21,10,,8,train,0.0,4.503594875335693
f1936_06,10,,173,train,0.5290322580645161,2.4286308512091637
f2064_33,10,,158,train,0.49295774647887325,2.3496901591618857
f2146_84,10,,166,train,0.3624161073825503,2.77950960000356
f2246_93,10,,165,train,0.33783783783783783,2.683106048901876
f2395_78,10,,166,train,0.2214765100671141,3.1039276758829755
f2548_84,10,,174,train,0.38461538461538464,2.6659417375922203
f3144_39,10,,180,train,0.5925925925925926,2.3193755500456867
f3295_35,10,,137,train,0.4634146341463415,1.982810845741859
f3385_08,10,,173,train,0.4258064516129032,2.442915588617325
f3585_49,10,,182,train,0.4662576687116564,2.2888484211529003
f3671_04,10,,168,train,0.5629139072847682,2.3065123558044434
f3757_19,10,,180,train,0.36419753086419754,2.5775573464000927
f3865_26,10,,129,train,0.45689655172413796,2.2090673446655273
f4051_49,10,,157,train,0.3971631205673759,2.5424150069554647
f0027_29,10,,447,test,0.37777777777777777,2.499339485168457
f0173_00,10,,342,test,0.14285714285714285,3.4673787355422974
f0312_43,10,,256,test,0.34615384615384615,2.330038626988729
f0403_29,10,,398,test,0.225,2.874620735645294
f0564_43,10,,292,test,0.23333333333333334,2.5573647022247314
f0723_20,10,,386,test,0.2564102564102564,2.8273403644561768
f0785_26,10,,106,test,0.09090909090909091,2.832085907459259
f0884_29,10,,293,test,0.2,3.3681540489196777
f1024_46,10,,122,test,0.23076923076923078,2.6797364950180054
f1167_31,10,,296,test,0.3333333333333333,2.739264726638794
f1313_04,10,,289,test,0.41379310344827586,2.5939199924468994
f1437_23,10,,100,test,0.6,1.5992351770401
f1514_35,10,,146,test,0.5333333333333333,2.4070361852645874
f1579_11,10,,173,test,0.7222222222222222,2.151602625846863
f1817_18,10,,163,test,0.5882352941176471,1.8269947171211243
f1941_44,10,,181,test,0.3684210526315789,2.428827166557312
f2075_09,10,,162,test,0.47058823529411764,2.4110000133514404
f2178_93,10,,182,test,0.3684210526315789,2.374163508415222
f2283_59,10,,145,test,0.26666666666666666,2.922147035598755
f2407_74,10,,171,test,0.4444444444444444,2.5975629091262817
f2588_72,10,,167,test,0.29411764705882354,2.4871469736099243
f3152_47,10,,182,test,0.42105263157894735,2.386301338672638
f3302_29,10,,178,test,0.4444444444444444,1.9149226546287537
f3389_44,10,,172,test,0.5,2.1466521620750427
f3587_27,10,,180,test,0.3333333333333333,2.464042544364929
f3687_48,10,,173,test,0.16666666666666666,3.1962273120880127
f3769_10,10,,161,test,0.7647058823529411,1.695457935333252
f3882_22,10,,140,test,0.2857142857142857,2.744101881980896
f4059_48,10,,174,test,0.6111111111111112,2.1371726989746094
f0036_39,10,,385,test,0.358974358974359,2.3359468281269073
f0207_46,10,,392,test,0.275,2.7645534574985504
f0331_41,10,,118,test,0.5833333333333334,2.308405041694641
f0413_09,10,,364,test,0.24324324324324326,3.1476031839847565
f0637_21,10,,296,test,0.2,3.0347094535827637
f0760_23,10,,221,test,0.2608695652173913,3.0418033599853516
f0797_22,10,,340,test,0.14705882352941177,2.9878145456314087
f0900_42,10,,252,test,0.3076923076923077,2.494408925374349
f1064_32,10,,100,test,0.0,3.142771005630493
f1174_47,10,,241,test,0.36,2.4439751307169595
f1357_25,10,,327,test,0.48484848484848486,2.279588282108307
f1444_03,10,,340,test,0.20588235294117646,3.067651331424713
f1519_36,10,,168,test,0.6470588235294118,2.215843617916107
f1645_35,10,,82,test,0.5555555555555556,1.9511369466781616
f1822_45,10,,165,test,0.5294117647058824,1.8974660634994507
f1946_25,10,,148,test,0.5333333333333333,3.131200909614563
f2082_26,10,,169,test,0.4117647058823529,2.4260088205337524
f2182_95,10,,165,test,0.35294117647058826,2.689731180667877
f2285_54,10,,170,test,0.47058823529411764,2.245033860206604
f2420_84,10,,182,test,0.5263157894736842,2.36953341960907
f3104_25,10,,168,test,0.5882352941176471,2.3601937294006348
f3165_11,10,,184,test,0.47368421052631576,2.3167505264282227
f3308_03,10,,169,test,0.5882352941176471,2.213191866874695
f3399_09,10,,27,test,0.3333333333333333,2.325603485107422
f3599_19,10,,17,test,0.0,2.8444526195526123
f3703_10,10,,158,test,0.375,2.786451280117035
f3773_14,10,,178,test,0.3888888888888889,2.674753189086914
f3887_39,10,,180,test,0.5,2.1559643745422363
f4093_35,10,,4,test,0.0,2.7441110610961914
f0079_06,10,,262,test,0.2962962962962963,2.6171260674794516
f0212_24,10,,325,test,0.30303030303030304,2.4515774846076965
f0333_01,10,,187,test,0.3684210526315789,2.2460542917251587
f0454_20,10,,90,test,0.1111111111111111,2.353762149810791
f0678_26,10,,306,test,0.3548387096774194,3.0276158452033997
f0761_10,10,,368,test,0.3783783783783784,2.287699669599533
f0818_03,10,,356,test,0.25,2.917037785053253
f0920_11,10,,269,test,0.4074074074074074,2.510846217473348
f1068_20,10,,249,test,0.16,2.9945743083953857
f1179_01,10,,164,test,0.5294117647058824,2.0963414907455444
f1390_10,10,,244,test,0.4,2.7125073671340942
f1446_25,10,,281,test,0.3103448275862069,2.6642757256825766
f1521_17,10,,93,test,0.7,1.4392518997192383
f1687_40,10,,133,test,0.6428571428571429,2.462170362472534
f1825_06,10,,149,test,0.9333333333333333,1.4123792052268982
f1985_18,10,,161,test,0.29411764705882354,2.5111368894577026
f2093_26,10,,171,test,0.2777777777777778,2.9767913818359375
f2190_52,10,,180,test,0.2222222222222222,2.8111112117767334
f2297_69,10,,168,test,0.17647058823529413,3.7119041681289673
f2438_76,10,,164,test,0.23529411764705882,3.123011589050293
f3110_25,10,,183,test,0.5789473684210527,1.6747480034828186
f3180_41,10,,143,test,0.4,2.9232616424560547
f3315_23,10,,166,test,0.35294117647058826,1.8531422019004822
f3412_27,10,,166,test,0.35294117647058826,2.7681773900985718
f3601_49,10,,175,test,0.4444444444444444,2.1160908937454224
f3709_31,10,,17,test,0.0,3.8134171962738037
f3807_11,10,,183,test,0.42105263157894735,2.7017900347709656
f3922_38,10,,162,test,0.23529411764705882,3.2110804319381714
f0082_40,10,,246,test,0.2,2.8812281290690103
f0255_48,10,,419,test,0.19047619047619047,2.924475979804993
f0342_31,10,,369,test,0.2702702702702703,2.7463392317295074
f0464_48,10,,206,test,0.2857142857142857,3.6006672779719033
f0679_42,10,,416,test,0.23809523809523808,2.775097680091858
f0762_20,10,,352,test,0.3333333333333333,2.4606397449970245
f0840_37,10,,239,test,0.2916666666666667,3.176397720972697
f0971_24,10,,333,test,0.08823529411764706,3.1010828018188477
f1101_38,10,,233,test,0.20833333333333334,2.6994784673055015
f1199_24,10,,280,test,0.2857142857142857,2.759730259577433
f1408_02,10,,271,test,0.21428571428571427,2.757750988006592
f1461_46,10,,230,test,0.391304347826087,3.049274444580078
